,instances,budget,deadline,sched_start_time,submit_time,software_id,license_cost,exec_start_time,finish_time,complete,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(5, 30, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,42.79413993459578,30,3282.602,True,49.39041679059578,6.596276855999999
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(3, 60, None)]}",309.54978900857253,127519.2970858271,60,34.059416746,1,254.31317818845542,60,31907.276,True,293.0649436252554,38.75176543680001
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(4, 1230.4, None)]}",330.5774711754339,128563.0382681068,1230.4,1205.0832060639998,1,105.04843866453723,1230.4,11167.68,True,121.17068173653723,16.122243072
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(5, 1260.4, None)]}",295.26855467250385,128857.53009241169,1260.4,1237.8613564384998,1,285.43190927066695,1260.4,22954.875,True,329.42830457066697,43.996395299999996
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(4, 6600.999999999999, None)]}",57.825321252479114,20759.006776986043,6600.999999999999,6596.263506613,3,9.453707506274235,6600.999999999999,8154.834999999998,True,11.974649410274234,2.5209419039999985
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(2, 6630.999999999999, None)]}",293.5168981771201,134382.02372759322,6630.999999999999,6595.179936934,3,43.49446802038177,6630.999999999999,20928.718999999997,True,55.092777673181764,11.598309652799998
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(2, 6660.999999999999, None)]}",91.00759406898061,37692.35593662664,6660.999999999999,6647.539437373,3,13.371699749030343,6660.999999999999,11056.612,True,16.937420203430342,3.5657204544
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(6, 6690.999999999999, None)]}",310.4901833144852,134496.30570266698,6690.999999999999,6644.887647685,3,144.97091489847134,6690.999999999999,22576.188,True,183.62910841527133,38.6581935168
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(4, 6721.199999999999, None)]}",281.9460745575701,134607.4628905516,6721.199999999999,6646.188459358,1,245.957598220397,6721.199999999999,29988.081,True,283.70578595479697,37.7481877344
lamf-test-a35e3102-219f-4336-95ce-4d87e6b5e69c,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(6, 7201.399999999999, None)]}",88.24903114605627,38406.09046242973,7201.399999999999,7197.667686880999,3,43.50698608259184,7201.399999999999,11968.678,True,55.10863382339184,11.601647740800004
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(3, 7231.399999999999, None)]}",98.97570184637311,38553.48118010176,7231.399999999999,7196.667686880999,3,28.4819986310746,7231.399999999999,13473.229999999998,True,36.0770573750746,7.595058743999999
lamf-test-8d2ae00d-f906-47ac-81a5-138a54772bef,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(2, 7261.399999999999, None)]}",310.3508838593914,135018.02228695445,7261.399999999999,7209.486352792999,3,37.418827287246174,7261.399999999999,19561.904,True,47.396996132046176,9.9781688448
lamf-test-cbef53e7-aa65-412f-b9a4-02aefd0bda1b,"{<resource_manager.instance.OnPremInstance object at 0x148e8f8c0>: [(2, 7831.999999999998, None)]}",89.7921856815224,39064.290293746264,7831.999999999998,7815.561265960999,1,32.17999893892712,7831.999999999998,13791.645155604965,True,37.01446308915387,4.834464150226749
