,instances,budget,deadline,sched_start_time,submit_time,software_id,current_license_cost,exec_start_time,finish_time,complete,license_cost,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(5, 30, 390), (2, 390, None), (8, 3840, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,57.310061601642715,30,6016.852000000001,True,80.64649722412352,93.00452893612352,12.358031712000002
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(3, 1230, 4710), (1, 4710, None)]}",309.54978900857253,128695.63258403211,1230,1210.394914951,1,27.78918548939083,1230,70492.742,True,212.89538778614343,243.81133194134344,30.9159441552
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(4, 6630, 11100), (1, 11100, None)]}",330.5774711754339,133959.3706363528,6630,6601.41557431,1,47.25302304357746,6630,27461.878,True,93.29374750931629,107.18225322611629,13.888505716800001
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(4, 6660, None), (6, 7920, None)]}",57.825321252479114,20800.107800487043,6660,6637.3645301139995,3,7.665982203969882,6660,8213.835000000001,True,12.13529545973079,15.371314219730793,3.236018760000004
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(5, 6690, 18996.432), (1, 18996.432, None)]}",295.26855467250385,134235.31181981417,6690,6615.643083841,1,161.91442208532968,6690,41027.09339823721,True,223.90654861470657,257.79962897383155,33.89308035912501
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(2, 6720, 9720), (1, 9720, None)]}",293.5168981771201,134422.9379028532,6720,6636.0941121939995,3,9.126169290440338,6720,45344.59299999999,True,63.31218039394629,80.19511531474629,16.882934920799997
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(6, 7230, None)]}",310.4901833144852,135062.87805904198,7230,7211.46000406,3,,7230,23115.188000000002,True,144.97091489847136,183.62910841527136,38.658193516800004
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(4, 7260, None)]}",281.9460745575701,135180.1829777236,7260,7218.9085465299995,1,259.62929317818845,7260,33844.424999999996,True,281.0278405201916,324.1584116401916,43.13057111999999
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(2, 7830, 8490), (1, 8490, None), (3, 10890, None), (8, 11340, None)]}",91.00759406898061,38851.99265979964,7830,7807.176160546,3,8.39607574720511,7830,13105.742,True,40.62499657768652,51.45812804008652,10.8331314624
lamf-test-a35e3102-219f-4336-95ce-4d87e6b5e69c,"{<resource_manager.instance.OnPremInstance object at 0x130b5bb60>: [(6, 7860, 9150), (1, 9150, None)]}",88.24903114605627,39051.88776123873,7860,7843.46498569,3,11.772758384668034,7860,21323.818000000003,True,30.289479047836338,38.366523628636344,8.077044580800003
