,instances,budget,deadline,sched_start_time,submit_time,software_id,license_cost,exec_start_time,finish_time,complete,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(5, 30, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,42.79413993459578,30,3282.602,True,49.39041679059578,6.596276855999999
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(3, 1260.4, None)]}",309.54978900857253,128716.8195640451,1260.4,1231.581894964,1,199.35783595710703,1260.4,26225.697000000004,True,229.73560934670704,30.377773389600005
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(4, 6600.8, None)]}",330.5774711754339,133954.0483455178,6600.8,6596.093283475,1,105.04843866453726,6600.8,16538.08,True,121.17068173653726,16.122243072000003
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(5, 6630.8, None)]}",295.26855467250385,134232.61263680118,6630.8,6612.943900828001,1,178.43520977862096,6630.8,20192.907360572757,True,205.9391635058625,27.50395372724155
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(2, 6660.8, None)]}",293.5168981771201,134403.33750751422,6660.8,6616.4937168550005,3,34.12287778538292,6660.8,17877.843,True,43.22214306698292,9.099265281600001
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(4, 7230.8, None)]}",57.825321252479114,21379.201762974044,7230.8,7216.458492601,3,9.453707506274252,7230.8,8784.635000000002,True,11.974649410274255,2.520941904000003
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(6, 7260.8, None)]}",310.4901833144852,135073.77547498798,7260.8,7222.357420006,3,144.97091489847134,7260.8,23145.987999999998,True,183.62910841527133,38.6581935168
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(2, 7800.8, None)]}",91.00759406898061,38839.47197052364,7800.8,7794.65547127,3,13.371699749030348,7800.8,12196.412000000002,True,16.93742020343035,3.5657204544000014
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(4, 7830.8, None)]}",281.9460745575701,135741.3843116356,7830.8,7780.109880442,1,296.73624648262216,7830.8,35901.19499999999,True,342.27765533062217,45.54140884799999
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(3, 8401.0, None)]}",98.97570184637311,39747.455899746754,8401.0,8390.642406526,3,27.56938170203057,8401.0,14442.83,True,34.92108044603057,7.351698744
lamf-test-a35e3102-219f-4336-95ce-4d87e6b5e69c,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(6, 8431.0, None)]}",88.24903114605627,39612.45932582073,8431.0,8404.036550272,3,43.506986082591844,8431.0,13198.278000000002,True,55.10863382339185,11.601647740800006
lamf-test-8d2ae00d-f906-47ac-81a5-138a54772bef,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(2, 8461.2, None)]}",310.3508838593914,136221.66223416445,8461.2,8413.126300003,3,35.59036183350789,8461.2,20160.641693719885,True,45.08094893545346,9.49058710194557
lamf-test-b41bc5e6-51fb-4710-b8ea-caebbe600cb8,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(6, 8491.400000000001, None)]}",308.5846884800438,136515.87668829915,8491.400000000001,8415.662932168,2,23.91322315125268,8491.400000000001,14024.499000000002,True,37.37857287765268,13.465349726400001
lamf-test-cbef53e7-aa65-412f-b9a4-02aefd0bda1b,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(2, 9001.600000000002, None)]}",89.7921856815224,40231.598324040264,9001.600000000002,8982.869296255,1,40.311682257205874,9001.600000000002,16467.210000000003,True,46.367785089205874,6.0561028320000005
lamf-test-decf70b3-3bab-4cf4-b55a-9508b27560e7,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(3, 9031.600000000002, None)]}",317.6420201174764,136568.98665778563,9031.600000000002,8999.922501394,2,38.124679480125174,9031.600000000002,20850.34013274574,True,52.50572247365019,14.381042993525014
lamf-test-1faee22d-4d95-436a-a021-6148365dd51b,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(2, 9061.600000000002, None)]}",300.8642397517245,136446.11969590612,9061.600000000002,9030.683339005,3,104.74688873678606,9061.600000000002,43494.521,True,132.67887425198606,27.9319855152
lamf-test-8a5bf643-d5be-430a-ac2f-d8a1f25fa6d3,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(3, 9091.600000000002, None)]}",322.3613792231315,136688.05270607033,9091.600000000002,8980.893842259999,2,54.541219257718765,9091.600000000002,25999.506000000005,True,75.11475927851876,20.573540020800003
lamf-test-17aa2292-304e-4763-ab73-533f31d66f3d,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(5, 9601.800000000003, None)]}",100.9864715008785,40769.88911325648,9601.800000000003,9600.156623308,2,14.098799441978688,9601.800000000003,13124.916000000005,True,21.24367868997869,7.144879248000003
lamf-test-17be3ad6-6cd4-4c64-93c6-3fc4d170d157,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(2, 9632.000000000004, None)]}",64.77903730143166,23582.66315269535,9632.000000000004,9608.29113328,2,8.468457382738581,9632.000000000004,12747.156000000006,True,10.995471929938583,2.527014547200002
lamf-test-ee649544-0852-4484-9313-a2ec39aaf5e5,"{<resource_manager.instance.OnPremInstance object at 0x11429f8c0>: [(4, 9662.200000000004, None)]}",94.51083597672981,40662.233493649896,9662.200000000004,9631.880912515,1,35.37881405430071,9662.200000000004,13008.934000000005,True,40.80855529590071,5.4297412416
