,Timestamp,On-prem,Cloud,Cloud_Capacity
0,1778250403.9079642,4,4,4
1,1778251604.0080993,2,2,4
2,1778252804.1774838,0,2,4
3,1778254004.235083,2,2,4
4,1778255204.261975,1,2,4
5,1778256404.3373742,0,2,4
6,1778257604.427364,4,2,4
