,Timestamp,On-prem,Cloud,Cloud_Capacity
0,1778259380.1491084,4,4,4
1,1778260580.2492132,0,2,4
2,1778261780.3385072,0,2,4
3,1778262980.4043944,2,2,4
4,1778264180.4458253,0,2,4
