,instances,budget,deadline,sched_start_time,submit_time,software_id,license_cost,exec_start_time,finish_time,complete,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(5, 30, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,52.26499855502318,30,4002.4419999999996,True,60.321110931023185,8.056112375999998
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(3, 60, None)]}",309.54978900857253,127502.92211483211,60,17.684445751,1,273.76596737394476,60,34343.320999999996,True,315.4819123667448,41.7159449928
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(4, 1230.2, None)]}",330.5774711754339,128573.4391899958,1230.2,1215.484127953,1,105.04843866453722,1230.2,11167.48,True,121.1706817365372,16.122243071999996
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(5, 1260.2, None)]}",295.26855467250385,128850.8783322242,1260.2,1231.209596251,1,294.06454217050725,1260.2,23610.805,True,339.39156911050725,45.327026939999996
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(2, 6630.999999999999, None)]}",293.5168981771201,134392.33348537423,6630.999999999999,6605.489694715,3,40.88263137881207,6630.999999999999,20070.143,True,51.78446418041207,10.9018328016
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(4, 6660.999999999999, None)]}",57.825321252479114,20770.092627435046,6660.999999999999,6607.349357062,3,10.548604456612676,6660.999999999999,8394.795,True,13.361513464612678,2.8129090080000014
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(6, 6690.999999999999, None)]}",310.4901833144852,134467.33091545198,6690.999999999999,6615.91286047,3,144.97091489847134,6690.999999999999,22576.188,True,183.62910841527133,38.6581935168
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(4, 6721.199999999999, None)]}",281.9460745575701,134581.7571975826,6721.199999999999,6620.482766389,1,251.68548916267395,6721.199999999999,30529.922999999995,True,290.31276135787397,38.6272721952
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(2, 6751.199999999999, None)]}",91.00759406898061,37666.98435900064,6751.199999999999,6622.167859747,3,18.804666514563838,6751.199999999999,12932.763999999997,True,23.819151231363836,5.014484716799998
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(3, 6781.199999999999, None)]}",98.97570184637311,37994.50797323175,6781.199999999999,6637.6944800109995,3,31.95993611681496,6781.199999999999,13785.219999999998,True,40.482427652814955,8.522491535999999
lamf-test-a35e3102-219f-4336-95ce-4d87e6b5e69c,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(6, 7231.399999999999, None)]}",88.24903114605627,38417.97419279073,7231.399999999999,7209.551417242,3,45.675728952772076,7231.399999999999,12236.318,True,57.85569739757208,12.179968444800002
lamf-test-8d2ae00d-f906-47ac-81a5-138a54772bef,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(2, 7261.399999999999, None)]}",310.3508838593914,135040.67699148445,7261.399999999999,7232.141057323,3,39.88633051943113,7261.399999999999,20373.033999999996,True,50.52248802023112,10.636157500799998
lamf-test-b41bc5e6-51fb-4710-b8ea-caebbe600cb8,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(6, 7291.399999999999, None)]}",308.5846884800438,135344.89118590814,7291.399999999999,7244.677429777,2,24.042878647121732,7291.399999999999,12854.498999999998,True,37.58123637352173,13.5383577264
lamf-test-8a5bf643-d5be-430a-ac2f-d8a1f25fa6d3,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(3, 7801.799999999998, None)]}",322.3613792231315,135507.25989175134,7801.799999999998,7800.101027941,2,40.261066100442555,7801.799999999998,20282.825,True,55.44797732044256,15.186911220000002
lamf-test-cbef53e7-aa65-412f-b9a4-02aefd0bda1b,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(2, 7831.799999999998, None)]}",89.7921856815224,39057.48663938127,7831.799999999998,7808.757611596,1,50.67140786371586,7831.799999999998,17216.001999999997,True,58.28387252611586,7.612464662399998
lamf-test-decf70b3-3bab-4cf4-b55a-9508b27560e7,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(3, 7861.799999999998, None)]}",317.6420201174764,135404.70491411464,7861.799999999998,7835.640757723,2,67.4510311786732,7861.799999999998,28771.778000000002,True,92.89429240907322,25.443261230400005
lamf-test-1faee22d-4d95-436a-a021-6148365dd51b,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(2, 7891.799999999998, None)]}",300.8642397517245,135253.10120769113,7891.799999999998,7837.66485079,3,88.2063183512054,7891.799999999998,36887.422,True,111.7275669176054,23.5212485664
lamf-test-585c2356-1279-476b-b41a-cbdb8ebd0ee3,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(4, 7921.999999999998, None)]}",290.6639501784463,135419.1862380219,7921.999999999998,7845.300509641,2,80.62068062911784,7921.999999999998,30057.396,True,116.53314709951783,35.9124664704
lamf-test-17aa2292-304e-4763-ab73-533f31d66f3d,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(5, 8402.4, None)]}",100.9864715008785,39560.31554136048,8402.4,8390.583051411999,2,14.09879944197868,8402.4,11925.516,True,21.24367868997868,7.144879248
lamf-test-17be3ad6-6cd4-4c64-93c6-3fc4d170d157,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(2, 8432.4, None)]}",64.77903730143166,22367.33845263935,8432.4,8392.966433223999,2,13.6832353979608,8432.4,13465.833,True,17.7663562475608,4.083120849600001
lamf-test-410c24b3-e037-404b-8fa3-3b9be7b4adaa,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(5, 8462.4, None)]}",105.56808496111117,39555.938468996275,8462.4,8399.281643871998,3,17.084128070575723,8462.4,10708.792000000001,True,21.639811046575726,4.555682976000003
lamf-test-dbfc6e86-f385-4c1b-a2d1-36902c12232e,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(2, 8492.4, None)]}",332.81097832014945,136200.44137851804,8492.4,8400.337786320999,3,63.63975359342916,8492.4,29412.378,True,80.61003974702916,16.970286153600004
lamf-test-ee649544-0852-4484-9313-a2ec39aaf5e5,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(4, 8522.6, None)]}",94.51083597672981,39434.888863057895,8522.6,8404.536281923,1,61.703504905315995,8522.6,14359.574,True,71.173411522916,9.4699066176
lamf-test-3e8d9edc-8d07-4ff0-a6aa-1b9473f39dae,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(5, 8552.6, None)]}",46.55013787044631,22597.152038085384,8552.6,8410.274178406,1,58.23445242984258,8552.6,12978.755000000001,True,67.21069476984258,8.97624234
lamf-test-8daeea4f-cbbf-4fb6-b9f3-5857c1ab865e,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(4, 8582.6, None)]}",56.56222725445129,22631.74871296442,8582.6,8411.359610581,1,29.94395528177049,8582.6,11415.212000000001,True,34.53958499057049,4.5956297088000015
lamf-test-665b3cd3-6953-4941-a220-b425974f248a,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(3, 8612.6, None)]}",295.24467469152273,135989.79809095428,8612.6,8415.862142425,3,57.76283367556468,8612.6,21271.325,True,73.16597025556467,15.403136580000002
lamf-test-7b6d3b7a-f2bc-4206-bf5c-c8e1aaff27be,"{<resource_manager.instance.OnPremInstance object at 0x113cb7770>: [(3, 8642.6, None)]}",57.77199384513077,22619.659289827465,8642.6,8442.817081123,2,3.774906899290799,8642.6,9812.830000000002,True,5.1988427632908,1.4239358640000017
