,instances,budget,deadline,sched_start_time,submit_time,exec_start_time,finish_time,complete,cost
lamf-test-a5bf6748-f8d5-4a59-badc-d9816f45493a,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(2, 12935.88000000004, None)]}",54.40376906069801,26158.999853684563,12935.88000000004,12002.610247588,12935.88000000004,19953.44700000004,True,5.692650350400001
lamf-test-9d2ced27-20c6-49c1-84d1-76444fddb91f,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(3, 12965.88000000004, None)]}",313.4023701696379,139666.52302895696,12965.88000000004,12003.610247588,12965.88000000004,27912.95000000004,True,18.187594776000005
lamf-test-6323d458-f602-48c5-98a5-f5c1a1584292,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(5, 12995.88000000004, None)]}",313.6595923894348,139972.75045887186,12995.88000000004,12005.430998128999,12995.88000000004,20942.32400000004,True,16.115388432000003
lamf-test-48feb4fc-2742-45dc-808f-e652fe900563,"{<resource_manager.instance.CloudOnDemandInstance object at 0x129d4d450>: [(3, 13025.88000000004, None)]}",41.254966979320166,25972.80718140585,13025.88000000004,12007.875628184,13426.41600000004,22388.945963588387,True,25.07494606510705
lamf-test-bbc839c8-f836-4f9a-a8e0-6cb8342496f2,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(3, 13457.416000000043, None)]}",114.4912360012796,43238.561583676375,13457.416000000043,12011.013404402,13457.416000000043,21695.460000000043,True,10.024051939200001
lamf-test-d4b58a16-b6c8-4064-88b0-a3ec8e4212ba,"{<resource_manager.instance.CloudOnDemandInstance object at 0x129d4d450>: [(2, 13487.416000000043, None)]}",56.907858453854786,26394.633193560934,13487.416000000043,12020.183907425,13887.952000000043,23253.147961907856,True,17.435542530150972
lamf-test-26bbd872-e5de-48b0-8f8f-e6417ce7af20,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(2, 13919.152000000047, None)]}",298.1380358381042,139264.20257131918,13919.152000000047,12024.359504588,13919.152000000047,40281.42900000005,True,21.385079102400002
lamf-test-032ba352-18f7-47d0-a6f0-b7f2f4956a0a,"{<resource_manager.instance.CloudOnDemandInstance object at 0x129d4d450>: [(5, 13949.152000000047, None)], <resource_manager.instance.CloudOnDemandInstance object at 0x129b4e520>: [(1, 13949.152000000047, None)]}",307.62274626708137,140015.29095295566,13949.152000000047,12027.335232697998,14349.688000000047,81385.406191244,False,
lamf-test-05c2e1a5-42c3-4e97-863b-94fa07e33793,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(4, 14381.288000000053, None)]}",91.04820322006628,43305.130409161786,14381.288000000053,12031.678426912998,14381.288000000053,25361.814000000053,True,17.8148053824
lamf-test-d2eb5728-b98d-4dc8-9b54-d5b61be5f0ce,"{<resource_manager.instance.CloudOnDemandInstance object at 0x129b4e520>: [(4, 14411.288000000053, None)]}",294.31398108778467,139657.97767531197,14411.288000000053,12032.678426912998,14811.824000000053,71612.75745404852,False,
lamf-test-3058457a-d1e2-4d92-baae-1c4c74ce602b,"{<resource_manager.instance.CloudOnDemandInstance object at 0x129b4e520>: [(5, 14842.224000000055, None)]}",296.32729201787157,139822.17739590653,14842.224000000055,12037.711681415998,15242.760000000055,50740.36840878034,False,
lamf-test-7a641bba-d417-49ff-88d9-3fe54ccc21c1,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(5, 15273.760000000058, None)]}",72.4727596207448,26195.65761569275,15273.760000000058,12038.711681415998,15273.760000000058,16433.99000000006,True,2.3529464400000024
lamf-test-3babe4ac-4db5-41c5-ad0c-7fee914c7ec7,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(3, 15303.96000000006, None)]}",293.72278396528714,139816.47772483723,15303.96000000006,12045.533453652997,15303.96000000006,34220.802000000054,True,23.018013345599996
lamf-test-efb02442-ed88-49c8-bf51-dea5e65f914e,"{<resource_manager.instance.CloudOnDemandInstance object at 0x129b3bb60>: [(2, 15333.96000000006, None)]}",304.7860416350407,139986.9114860716,15333.96000000006,12046.737862227497,15734.49600000006,128574.69020290273,True,385.3808530265183
lamf-test-a3da9951-7484-4541-a43a-d268b07d7f2b,"{<resource_manager.instance.CloudOnDemandInstance object at 0x129b3bb60>: [(4, 15765.096000000061, None)]}",322.8627978188001,139745.89891298042,15765.096000000061,12047.737862227497,16165.632000000061,128962.72620290272,True,770.4683502130366
lamf-test-a4d8ead1-b39f-46fe-9cfa-58d32f343ff0,"{<resource_manager.instance.CloudOnDemandInstance object at 0x129b3bb60>: [(4, 16196.032000000063, None)]}",84.41713409588449,43249.47715113916,16196.032000000063,12051.584592220997,16596.56800000006,21789.37155673803,False,
lamf-test-1393ec0f-c39a-48b5-8afc-5e45c5c5f7c7,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(6, 16627.768000000066, None)]}",354.69102159935267,139673.83658877012,16627.768000000066,12057.761745082997,16627.768000000066,23601.494000000064,True,16.9712595936
lamf-test-98a6ab80-499b-4f3a-95f7-4dd7df820566,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(2, 16657.768000000066, None)]}",105.87093398460661,43232.25637798206,16657.768000000066,12058.761745082997,16657.768000000066,24929.924000000065,True,6.710372947199999
lamf-test-0b319882-7fad-4ae3-8912-b51a1940b68d,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(2, 16687.768000000066, None)]}",309.96889456321867,140626.51370374922,16687.768000000066,12615.264545618997,16687.768000000066,52133.80700000006,True,28.75382683679999
lamf-test-151fcd56-358d-466c-9e97-a24b8c315d14,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(4, 17048.56800000007, None)]}",286.90020368365816,139895.10978219076,17048.56800000007,12616.264545618997,17048.56800000007,28786.87500000007,True,19.0442292768
lamf-test-0479ea03-d843-4f1c-b0bd-6f829a2c5a10,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(5, 17108.76800000007, None)]}",326.10114994784385,140373.42054952905,17108.76800000007,12617.673713187996,17108.76800000007,25550.421000000068,True,17.119672283999996
lamf-test-724d0d5f-301b-4490-8457-7773ef64d695,"{<resource_manager.instance.CloudReservedInstance object at 0x129d54170>: [(5, 17168.96800000007, None)]}",109.55462846539683,43745.55838833836,17168.96800000007,12634.323237099996,17168.96800000007,20673.37340178941,True,19.14106230457337
lamf-test-2674780b-0edf-4613-bd86-e3e24ce33fcb,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(5, 17288.96800000007, None)]}",302.61464185285956,140118.2450267872,17288.96800000007,12636.150111312996,17288.96800000007,39103.011000000064,True,44.238879203999986
lamf-test-15ce12ce-cdd4-4322-97b9-e92908eec275,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(4, 17349.16800000007, None)]}",62.79223748275714,26927.179972017577,17349.16800000007,12657.162700845996,17349.16800000007,20245.493000000068,True,4.698997679999995
lamf-test-6fdb4590-cea7-4d20-bffa-249d0757fa2a,"{<resource_manager.instance.CloudReservedInstance object at 0x129d54170>: [(1, 18130.968000000077, None)], <resource_manager.instance.CloudReservedInstance object at 0x129b4e3f0>: [(5, 18130.968000000077, None)]}",88.08906902383775,44251.16043894566,18130.968000000077,13203.813908901997,18130.968000000077,29730.615722263687,True,46.704821588922194
lamf-test-e4ed1a21-f292-441c-946a-d7b9f0990c7d,"{<resource_manager.instance.OnPremInstance object at 0x129b3b620>: [(2, 18161.168000000078, None)]}",297.2172710903451,140810.2953070787,18161.168000000078,13210.929984729997,18161.168000000078,46664.281000000075,True,23.1217252656
