,instances,budget,deadline,sched_start_time,submit_time,software_id,current_license_cost,exec_start_time,finish_time,complete,license_cost,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(5, 30, 390), (2, 390, None), (8, 3840, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,57.310061601642715,30,6016.852000000001,True,80.64649722412352,93.00452893612352,12.358031712000002
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(3, 60, 3540), (1, 3540, None), (11, 10510.536, 11892.144), (1, 11892.144, None)]}",309.54978900857253,127499.96517891111,60,14.72750983,1,135.62186082591836,60,36196.024999999994,True,227.68140071488324,261.1829848412832,33.50158412639999
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(4, 1230, 5700), (1, 5700, None)]}",330.5774711754339,128578.84244105681,1230,1220.8873790139999,1,47.25302304357746,1230,22061.878,True,93.29374750931629,107.18225322611629,13.888505716800001
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(5, 1260, 6720), (2, 6720, None)]}",295.26855467250385,128855.50015986919,1260,1235.831423896,1,146.88119552817705,1260,26576.858999999997,True,179.0567335158567,206.2374975366567,27.180764020799998
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(2, 6600, 9600), (1, 9600, None), (5, 18537.504, None)]}",293.5168981771201,134368.0670172742,6600,6581.223226615,3,50.29117955738079,6600,23745.840999999997,True,70.25253023043574,88.98619077603573,18.73366054559999
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(4, 6630, None), (6, 7890, None)]}",57.825321252479114,20744.966496988047,6630,6582.223226615,3,7.665982203969882,6630,8183.834999999999,True,12.135295459730763,15.37131421973076,3.2360187599999963
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(6, 6660, None)]}",310.4901833144852,134434.89489627696,6660,6583.476841295001,3,,6660,22545.188000000002,True,144.97091489847136,183.62910841527136,38.658193516800004
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(4, 6690, 19808.04), (2, 19808.04, None), (4, 33731.256, None)]}",281.9460745575701,134568.87808511363,6690,6607.60365392,1,235.89291170431213,6690,37409.7849640098,True,272.6022494822464,314.13153848426066,41.529289002014245
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(2, 6720, 7380), (1, 7380, None)]}",91.00759406898061,37655.67091842764,6720,6610.854419174,3,20.865525895505364,6720,26403.693999999996,True,30.943332572819216,39.19473485921921,8.251402286399998
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(3, 6750, 7710), (2, 7710, None), (10, 11982.144, None)]}",98.97570184637311,37979.01110004476,6750,6622.197606824,3,68.35938854665754,6750,15241.481365149955,True,76.86719352315683,97.36473155961468,20.49753803645786
lamf-test-a35e3102-219f-4336-95ce-4d87e6b5e69c,"{<resource_manager.instance.OnPremInstance object at 0x1398c78c0>: [(6, 6780, 8070), (1, 8070, None), (5, 9510, 10300.536), (5, 14224.824, None)]}",88.24903114605627,37834.864479666736,6780,6626.441704118,3,27.14655715263518,6780,15006.954,True,34.28440793976727,43.42674713016727,9.142339190399998
