,Timestamp,On-prem,Cloud,Cloud_Capacity
0,1772919930.76404,4,4,4
1,1772921130.8071969,0,2,4
2,1772922330.8573594,0,0,4
3,1772923530.953379,0,0,4
4,1772924731.001353,4,2,4
5,1772925931.1014738,4,3,4
6,1772927131.2015967,4,3,4
