Timestamp,Pool,Total_Tokens,Allocated_Tokens,Utilization_Percent
1763750504.799986,ANSYS,6700,0,0.0
1763750504.799986,ABAQUS,2200,0,0.0
1763750504.799986,LSDYNA,7600,0,0.0
1200.0,ANSYS,6700,308,4.597014925373134
1200.0,ABAQUS,2200,0,0.0
1200.0,LSDYNA,7600,0,0.0
2400.0,ANSYS,6700,734,10.955223880597014
2400.0,ABAQUS,2200,0,0.0
2400.0,LSDYNA,7600,0,0.0
3600.0,ANSYS,6700,688,10.26865671641791
3600.0,ABAQUS,2200,0,0.0
3600.0,LSDYNA,7600,0,0.0
4800.0,ANSYS,6700,829,12.37313432835821
4800.0,ABAQUS,2200,0,0.0
4800.0,LSDYNA,7600,0,0.0
6000.0,ANSYS,6700,804,12.0
6000.0,ABAQUS,2200,0,0.0
6000.0,LSDYNA,7600,0,0.0
7200.0,ANSYS,6700,570,8.507462686567164
7200.0,ABAQUS,2200,0,0.0
7200.0,LSDYNA,7600,672,8.842105263157894
8400.0,ANSYS,6700,663,9.895522388059701
8400.0,ABAQUS,2200,137,6.2272727272727275
8400.0,LSDYNA,7600,1200,15.789473684210526
9600.0,ANSYS,6700,1278,19.074626865671643
9600.0,ABAQUS,2200,407,18.5
9600.0,LSDYNA,7600,1584,20.842105263157894
10800.0,ANSYS,6700,2433,36.3134328358209
10800.0,ABAQUS,2200,549,24.954545454545453
10800.0,LSDYNA,7600,3768,49.57894736842105
12000.0,ANSYS,6700,2904,43.343283582089555
12000.0,ABAQUS,2200,650,29.545454545454547
12000.0,LSDYNA,7600,3936,51.78947368421053
13200.0,ANSYS,6700,3046,45.46268656716418
13200.0,ABAQUS,2200,797,36.22727272727273
13200.0,LSDYNA,7600,4104,54.0
14400.0,ANSYS,6700,2809,41.92537313432836
14400.0,ABAQUS,2200,951,43.22727272727273
14400.0,LSDYNA,7600,3672,48.31578947368421
15600.0,ANSYS,6700,3364,50.2089552238806
15600.0,ABAQUS,2200,900,40.909090909090914
15600.0,LSDYNA,7600,3480,45.78947368421053
16800.0,ANSYS,6700,3153,47.059701492537314
16800.0,ABAQUS,2200,1107,50.31818181818182
16800.0,LSDYNA,7600,3888,51.1578947368421
18000.0,ANSYS,6700,3435,51.268656716417915
18000.0,ABAQUS,2200,1133,51.5
18000.0,LSDYNA,7600,3984,52.421052631578945
19200.0,ANSYS,6700,3272,48.83582089552239
19200.0,ABAQUS,2200,1133,51.5
19200.0,LSDYNA,7600,4208,55.368421052631575
20400.0,ANSYS,6700,3507,52.34328358208955
20400.0,ABAQUS,2200,1263,57.40909090909091
20400.0,LSDYNA,7600,3680,48.421052631578945
21600.0,ANSYS,6700,3508,52.35820895522389
21600.0,ABAQUS,2200,1313,59.68181818181818
21600.0,LSDYNA,7600,3800,50.0
22800.0,ANSYS,6700,3810,56.865671641791046
22800.0,ABAQUS,2200,1367,62.13636363636363
22800.0,LSDYNA,7600,3160,41.578947368421055
24000.0,ANSYS,6700,3761,56.134328358208954
24000.0,ABAQUS,2200,1407,63.95454545454545
24000.0,LSDYNA,7600,2992,39.36842105263158
25200.0,ANSYS,6700,4230,63.13432835820896
25200.0,ABAQUS,2200,1280,58.18181818181818
25200.0,LSDYNA,7600,3112,40.94736842105263
26400.0,ANSYS,6700,4375,65.29850746268657
26400.0,ABAQUS,2200,1149,52.22727272727272
26400.0,LSDYNA,7600,3016,39.68421052631579
27600.0,ANSYS,6700,3829,57.149253731343286
27600.0,ABAQUS,2200,1301,59.13636363636363
27600.0,LSDYNA,7600,2920,38.421052631578945
28800.0,ANSYS,6700,3952,58.985074626865675
28800.0,ABAQUS,2200,1395,63.40909090909091
28800.0,LSDYNA,7600,2576,33.89473684210526
30000.0,ANSYS,6700,3694,55.13432835820895
30000.0,ABAQUS,2200,1317,59.86363636363636
30000.0,LSDYNA,7600,2976,39.1578947368421
31200.0,ANSYS,6700,3116,46.507462686567166
31200.0,ABAQUS,2200,1324,60.18181818181818
31200.0,LSDYNA,7600,3376,44.42105263157895
32400.0,ANSYS,6700,3542,52.865671641791046
32400.0,ABAQUS,2200,1291,58.68181818181818
32400.0,LSDYNA,7600,3328,43.78947368421053
33600.0,ANSYS,6700,3520,52.537313432835816
33600.0,ABAQUS,2200,1287,58.5
33600.0,LSDYNA,7600,3296,43.368421052631575
34800.0,ANSYS,6700,3661,54.64179104477612
34800.0,ABAQUS,2200,1216,55.27272727272727
34800.0,LSDYNA,7600,3576,47.05263157894737
36000.0,ANSYS,6700,3638,54.298507462686565
36000.0,ABAQUS,2200,1136,51.63636363636363
36000.0,LSDYNA,7600,4176,54.94736842105263
37200.0,ANSYS,6700,3755,56.04477611940298
37200.0,ABAQUS,2200,1175,53.40909090909091
37200.0,LSDYNA,7600,3984,52.421052631578945
38400.0,ANSYS,6700,4173,62.28358208955223
38400.0,ABAQUS,2200,1115,50.68181818181819
38400.0,LSDYNA,7600,4176,54.94736842105263
39600.0,ANSYS,6700,3958,59.07462686567164
39600.0,ABAQUS,2200,1145,52.04545454545455
39600.0,LSDYNA,7600,4464,58.73684210526315
40800.0,ANSYS,6700,3821,57.029850746268664
40800.0,ABAQUS,2200,1111,50.5
40800.0,LSDYNA,7600,4808,63.26315789473684
42000.0,ANSYS,6700,3785,56.492537313432834
42000.0,ABAQUS,2200,1019,46.31818181818182
42000.0,LSDYNA,7600,4968,65.36842105263158
43200.0,ANSYS,6700,3905,58.28358208955224
43200.0,ABAQUS,2200,1010,45.909090909090914
43200.0,LSDYNA,7600,4776,62.8421052631579
44400.0,ANSYS,6700,4190,62.537313432835816
44400.0,ABAQUS,2200,871,39.59090909090909
44400.0,LSDYNA,7600,4592,60.421052631578945
45600.0,ANSYS,6700,3573,53.32835820895523
45600.0,ABAQUS,2200,966,43.90909090909091
45600.0,LSDYNA,7600,4608,60.631578947368425
46800.0,ANSYS,6700,3669,54.76119402985075
46800.0,ABAQUS,2200,1007,45.77272727272727
46800.0,LSDYNA,7600,4688,61.68421052631579
48000.0,ANSYS,6700,3053,45.56716417910448
48000.0,ABAQUS,2200,1017,46.22727272727273
48000.0,LSDYNA,7600,5528,72.73684210526315
49200.0,ANSYS,6700,3363,50.19402985074627
49200.0,ABAQUS,2200,972,44.18181818181818
49200.0,LSDYNA,7600,5720,75.26315789473685
50400.0,ANSYS,6700,3648,54.44776119402985
50400.0,ABAQUS,2200,890,40.45454545454545
50400.0,LSDYNA,7600,5624,74.0
51600.0,ANSYS,6700,3908,58.32835820895522
51600.0,ABAQUS,2200,855,38.86363636363636
51600.0,LSDYNA,7600,5048,66.42105263157895
52800.0,ANSYS,6700,4077,60.85074626865672
52800.0,ABAQUS,2200,857,38.95454545454545
52800.0,LSDYNA,7600,4584,60.31578947368421
54000.0,ANSYS,6700,3971,59.26865671641791
54000.0,ABAQUS,2200,779,35.40909090909091
54000.0,LSDYNA,7600,4536,59.68421052631578
55200.0,ANSYS,6700,3379,50.43283582089553
55200.0,ABAQUS,2200,947,43.04545454545455
55200.0,LSDYNA,7600,4632,60.94736842105263
56400.0,ANSYS,6700,3757,56.07462686567164
56400.0,ABAQUS,2200,909,41.31818181818182
56400.0,LSDYNA,7600,4920,64.73684210526316
57600.0,ANSYS,6700,3705,55.298507462686565
57600.0,ABAQUS,2200,935,42.5
57600.0,LSDYNA,7600,4776,62.8421052631579
58800.0,ANSYS,6700,3638,54.298507462686565
58800.0,ABAQUS,2200,915,41.590909090909086
58800.0,LSDYNA,7600,5136,67.57894736842105
60000.0,ANSYS,6700,3612,53.91044776119402
60000.0,ABAQUS,2200,859,39.04545454545455
60000.0,LSDYNA,7600,5400,71.05263157894737
61200.0,ANSYS,6700,3404,50.80597014925373
61200.0,ABAQUS,2200,1012,46.0
61200.0,LSDYNA,7600,5184,68.21052631578948
62400.0,ANSYS,6700,3521,52.552238805970156
62400.0,ABAQUS,2200,1012,46.0
62400.0,LSDYNA,7600,4968,65.36842105263158
63600.0,ANSYS,6700,4165,62.16417910447761
63600.0,ABAQUS,2200,972,44.18181818181818
63600.0,LSDYNA,7600,4752,62.526315789473685
64800.0,ANSYS,6700,4408,65.7910447761194
64800.0,ABAQUS,2200,1017,46.22727272727273
64800.0,LSDYNA,7600,4512,59.36842105263158
66000.0,ANSYS,6700,4409,65.80597014925374
66000.0,ABAQUS,2200,1068,48.54545454545455
66000.0,LSDYNA,7600,4608,60.631578947368425
67200.0,ANSYS,6700,4586,68.44776119402985
67200.0,ABAQUS,2200,1086,49.36363636363637
67200.0,LSDYNA,7600,4584,60.31578947368421
68400.0,ANSYS,6700,4446,66.35820895522389
68400.0,ABAQUS,2200,1169,53.13636363636364
68400.0,LSDYNA,7600,4704,61.89473684210526
69600.0,ANSYS,6700,4065,60.67164179104477
69600.0,ABAQUS,2200,1201,54.59090909090909
69600.0,LSDYNA,7600,4800,63.1578947368421
70800.0,ANSYS,6700,4016,59.940298507462686
70800.0,ABAQUS,2200,1156,52.545454545454554
70800.0,LSDYNA,7600,4416,58.10526315789474
72000.0,ANSYS,6700,4083,60.940298507462686
72000.0,ABAQUS,2200,1076,48.90909090909091
72000.0,LSDYNA,7600,4680,61.578947368421055
73200.0,ANSYS,6700,4083,60.940298507462686
73200.0,ABAQUS,2200,1026,46.63636363636364
73200.0,LSDYNA,7600,4824,63.473684210526315
74400.0,ANSYS,6700,4033,60.19402985074627
74400.0,ABAQUS,2200,947,43.04545454545455
74400.0,LSDYNA,7600,4896,64.42105263157895
75600.0,ANSYS,6700,3447,51.44776119402985
75600.0,ABAQUS,2200,982,44.63636363636363
75600.0,LSDYNA,7600,5040,66.3157894736842
76800.0,ANSYS,6700,4011,59.86567164179104
76800.0,ABAQUS,2200,923,41.95454545454545
76800.0,LSDYNA,7600,5040,66.3157894736842
78000.0,ANSYS,6700,3889,58.04477611940298
78000.0,ABAQUS,2200,923,41.95454545454545
78000.0,LSDYNA,7600,4848,63.78947368421053
79200.0,ANSYS,6700,3558,53.104477611940304
79200.0,ABAQUS,2200,853,38.77272727272727
79200.0,LSDYNA,7600,4368,57.47368421052632
80400.0,ANSYS,6700,3837,57.26865671641791
80400.0,ABAQUS,2200,840,38.18181818181819
80400.0,LSDYNA,7600,3480,45.78947368421053
81600.0,ANSYS,6700,3478,51.910447761194035
81600.0,ABAQUS,2200,796,36.18181818181818
81600.0,LSDYNA,7600,3408,44.8421052631579
82800.0,ANSYS,6700,3478,51.910447761194035
82800.0,ABAQUS,2200,802,36.45454545454545
82800.0,LSDYNA,7600,3072,40.421052631578945
84000.0,ANSYS,6700,2963,44.223880597014926
84000.0,ABAQUS,2200,762,34.63636363636364
84000.0,LSDYNA,7600,2984,39.26315789473684
85200.0,ANSYS,6700,2656,39.64179104477612
85200.0,ABAQUS,2200,734,33.36363636363636
85200.0,LSDYNA,7600,2984,39.26315789473684
86400.0,ANSYS,6700,2348,35.04477611940299
86400.0,ABAQUS,2200,683,31.045454545454543
86400.0,LSDYNA,7600,2336,30.736842105263158
87600.0,ANSYS,6700,2348,35.04477611940299
87600.0,ABAQUS,2200,683,31.045454545454543
87600.0,LSDYNA,7600,2000,26.31578947368421
88800.0,ANSYS,6700,1831,27.328358208955223
