,instances,budget,deadline,sched_start_time,submit_time,exec_start_time,finish_time,complete,cost
lamf-test-c1ff5343-c068-4179-8505-1de35f1c5237,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(4, 12876.08000000004, None)]}",328.6266875432299,139129.270186828,12876.08000000004,11454.519271456498,12876.08000000004,37952.73000000004,True,40.68435696
lamf-test-c8383b87-eaaf-4727-8a38-364a265a9c1b,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(2, 12906.08000000004, None)]}",87.74670802746411,42475.376779630795,12906.08000000004,11460.230624698499,12906.08000000004,19639.85600000004,True,5.462439091199999
lamf-test-a5bf6748-f8d5-4a59-badc-d9816f45493a,"{<resource_manager.instance.CloudReservedInstance object at 0x128c943b0>: [(2, 12936.28000000004, None)]}",54.40376906069801,26164.988051700064,12936.28000000004,12008.598445603498,12936.28000000004,21641.630818814487,True,19.0194504689458
lamf-test-9d2ced27-20c6-49c1-84d1-76444fddb91f,"{<resource_manager.instance.CloudOnDemandInstance object at 0x128c8d6d0>: [(3, 12966.28000000004, None)]}",313.4023701696379,139672.86238282098,12966.28000000004,12009.949601452,13366.81600000004,116359.10328601563,True,223.57664107368012
lamf-test-6323d458-f602-48c5-98a5-f5c1a1584292,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(5, 13397.216000000042, None)]}",313.6595923894348,139980.97217552536,13397.216000000042,12013.6527147825,13397.216000000042,21343.660000000044,True,16.115388432000003
lamf-test-48feb4fc-2742-45dc-808f-e652fe900563,"{<resource_manager.instance.CloudOnDemandInstance object at 0x128c8d1d0>: [(3, 13427.416000000043, None)]}",41.254966979320166,25980.034880891348,13427.416000000043,12015.1033276695,13827.952000000043,22600.48196358839,True,24.56611276510705
lamf-test-bbc839c8-f836-4f9a-a8e0-6cb8342496f2,"{<resource_manager.instance.CloudOnDemandInstance object at 0x128c8d1d0>: [(3, 13858.552000000045, None)]}",114.4912360012796,43243.79281862787,13858.552000000045,12016.2446393535,14259.088000000045,43259.19281862787,False,
lamf-test-d4b58a16-b6c8-4064-88b0-a3ec8e4212ba,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(2, 14290.888000000052, None)]}",56.907858453854786,26395.22219243143,14290.888000000052,12020.772906295499,14290.888000000052,18395.230000000054,True,3.329442230400002
lamf-test-26bbd872-e5de-48b0-8f8f-e6417ce7af20,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(2, 14320.888000000052, None)]}",298.1380358381042,139262.1474282697,14320.888000000052,12022.3043615385,14320.888000000052,35215.866000000045,True,16.950006153599997
lamf-test-032ba352-18f7-47d0-a6f0-b7f2f4956a0a,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(6, 14351.288000000053, None)]}",307.62274626708137,140012.15867247616,14351.288000000053,12024.2029522185,14351.288000000053,19336.478000000054,True,12.131958384000002
lamf-test-05c2e1a5-42c3-4e97-863b-94fa07e33793,"{<resource_manager.instance.CloudReservedInstance object at 0x128c8d090>: [(2, 14381.288000000053, None)], <resource_manager.instance.CloudOnDemandInstance object at 0x128c8d1d0>: [(2, 14381.288000000053, None)]}",91.04820322006628,43304.08471153029,14381.288000000053,12030.6327292815,14381.288000000053,43319.484711530284,False,
lamf-test-d2eb5728-b98d-4dc8-9b54-d5b61be5f0ce,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(4, 14411.488000000054, None)]}",294.31398108778467,139656.93197768048,14411.488000000054,12031.6327292815,14411.488000000054,32807.72100000005,True,29.846048419199988
lamf-test-3058457a-d1e2-4d92-baae-1c4c74ce602b,"{<resource_manager.instance.CloudOnDemandInstance object at 0x128c8d1d0>: [(4, 14441.488000000054, None)], <resource_manager.instance.CloudOnDemandInstance object at 0x128a86520>: [(1, 14441.488000000054, None)]}",296.32729201787157,139818.36725580602,14441.488000000054,12033.901541315501,14842.024000000054,139833.76725580604,False,
lamf-test-7a641bba-d417-49ff-88d9-3fe54ccc21c1,"{<resource_manager.instance.CloudOnDemandInstance object at 0x128a86520>: [(5, 14872.424000000055, None)]}",72.4727596207448,26197.093641018255,14872.424000000055,12040.147706741502,15272.960000000056,20535.76345083688,True,38.448411531731196
lamf-test-3babe4ac-4db5-41c5-ad0c-7fee914c7ec7,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(3, 15303.96000000006, None)]}",293.72278396528714,139812.09197792574,15303.96000000006,12041.147706741502,15303.96000000006,32284.96600000006,True,20.662488100800005
lamf-test-efb02442-ed88-49c8-bf51-dea5e65f914e,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(2, 15333.96000000006, None)]}",304.7860416350407,139982.3213305856,15333.96000000006,12042.147706741502,15333.96000000006,36766.84700000005,True,17.386357934399996
