,instances,budget,deadline,sched_start_time,submit_time,software_id,current_license_cost,exec_start_time,finish_time,complete,license_cost,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(5, 30, 390), (2, 390, None), (6, 3840, None), (7, 4650, None), (10, 5280, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,65.35706137348848,30,5760.1461313637155,True,96.8336729207942,111.69228269282227,14.858609772028075
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(3, 1260, 4740), (1, 4740, None)]}",309.54978900857253,128718.6265475801,1260,1233.388878499,1,27.78918548939083,1260,70522.742,True,212.89538778614343,243.81133194134344,30.9159441552
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(4, 6600, 11070), (1, 11070, None)]}",330.5774711754339,133937.7463574188,6600,6579.791295376001,1,47.25302304357746,6600,27431.878,True,93.29374750931629,107.18225322611629,13.888505716800001
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(5, 6630, None)]}",295.26855467250385,134216.73381597918,6630,6597.065080006,1,214.29296463609398,6630,26089.311840722996,True,256.02410437638434,295.4875887893706,39.46348441298623
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(2, 6660, None)]}",293.5168981771201,134421.25488114823,6660,6634.411090489,3,,6660,33094.367999999995,True,80.41483915126624,101.85839847286623,21.443559321599995
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(4, 7230, None), (6, 8490, None)]}",57.825321252479114,21384.637120536045,7230,7221.893850163,3,7.665982203969882,7230,8783.835000000001,True,12.13529545973079,15.371314219730793,3.236018760000004
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(6, 7260, None)]}",310.4901833144852,135082.44152321396,7260,7231.023468232,3,,7260,23145.188000000002,True,144.97091489847136,183.62910841527136,38.658193516800004
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(2, 7830, None), (7, 10920, None), (8, 12420, None)]}",91.00759406898061,38855.44202661064,7830,7810.625527357,3,29.933835272644306,7830,13362.116981621522,True,54.29460595872824,68.77289897040497,14.478293011676723
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(4, 7860, None), (4, 29667.504, None)]}",281.9460745575701,135764.14548168762,7860,7802.871050494,1,262.2437490303445,7860,33824.21642688991,True,318.41273942317997,367.2809343955523,48.868194972372365
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x127827e00>: [(3, 8400, None)]}",98.97570184637311,39743.92269297926,8400,8387.109199758499,3,,8400,21174.871999999996,True,58.29282226785304,73.83728651745304,15.544464249599995
