Timestamp,Pool,Total_Tokens,Allocated_Tokens,Utilization_Percent
1763948442.578262,ANSYS,6700,0,0.0
1763948442.578262,ABAQUS,2200,0,0.0
1763948442.578262,LSDYNA,7600,0,0.0
1200.0,ANSYS,6700,308,4.597014925373134
1200.0,ABAQUS,2200,0,0.0
1200.0,LSDYNA,7600,0,0.0
2400.0,ANSYS,6700,734,10.955223880597014
2400.0,ABAQUS,2200,0,0.0
2400.0,LSDYNA,7600,0,0.0
3600.0,ANSYS,6700,688,10.26865671641791
3600.0,ABAQUS,2200,0,0.0
3600.0,LSDYNA,7600,0,0.0
4800.0,ANSYS,6700,1306,19.492537313432837
4800.0,ABAQUS,2200,0,0.0
4800.0,LSDYNA,7600,0,0.0
6000.0,ANSYS,6700,451,6.731343283582089
6000.0,ABAQUS,2200,0,0.0
6000.0,LSDYNA,7600,0,0.0
7200.0,ANSYS,6700,570,8.507462686567164
7200.0,ABAQUS,2200,0,0.0
7200.0,LSDYNA,7600,816,10.73684210526316
8400.0,ANSYS,6700,663,9.895522388059701
8400.0,ABAQUS,2200,183,8.318181818181818
8400.0,LSDYNA,7600,1080,14.210526315789473
9600.0,ANSYS,6700,1324,19.761194029850746
9600.0,ABAQUS,2200,435,19.772727272727273
9600.0,LSDYNA,7600,2208,29.05263157894737
10800.0,ANSYS,6700,2341,34.940298507462686
10800.0,ABAQUS,2200,624,28.363636363636363
10800.0,LSDYNA,7600,4352,57.263157894736835
12000.0,ANSYS,6700,2671,39.865671641791046
12000.0,ABAQUS,2200,694,31.545454545454543
12000.0,LSDYNA,7600,4016,52.84210526315789
13200.0,ANSYS,6700,2432,36.29850746268657
13200.0,ABAQUS,2200,911,41.40909090909091
13200.0,LSDYNA,7600,3176,41.78947368421053
14400.0,ANSYS,6700,2831,42.25373134328358
14400.0,ABAQUS,2200,1006,45.72727272727273
14400.0,LSDYNA,7600,2888,38.0
15600.0,ANSYS,6700,3023,45.11940298507462
15600.0,ABAQUS,2200,1038,47.18181818181818
15600.0,LSDYNA,7600,2984,39.26315789473684
16800.0,ANSYS,6700,3212,47.940298507462686
16800.0,ABAQUS,2200,1119,50.86363636363637
16800.0,LSDYNA,7600,2840,37.368421052631575
18000.0,ANSYS,6700,3494,52.14925373134328
18000.0,ABAQUS,2200,950,43.18181818181818
18000.0,LSDYNA,7600,3368,44.315789473684205
19200.0,ANSYS,6700,4059,60.582089552238806
19200.0,ABAQUS,2200,779,35.40909090909091
19200.0,LSDYNA,7600,3432,45.15789473684211
20400.0,ANSYS,6700,4131,61.65671641791045
20400.0,ABAQUS,2200,744,33.81818181818182
20400.0,LSDYNA,7600,3192,42.0
21600.0,ANSYS,6700,4488,66.98507462686567
21600.0,ABAQUS,2200,671,30.5
21600.0,LSDYNA,7600,3176,41.78947368421053
22800.0,ANSYS,6700,3706,55.3134328358209
22800.0,ABAQUS,2200,794,36.09090909090909
22800.0,LSDYNA,7600,3128,41.1578947368421
24000.0,ANSYS,6700,3442,51.373134328358205
24000.0,ABAQUS,2200,836,38.0
24000.0,LSDYNA,7600,2912,38.315789473684205
25200.0,ANSYS,6700,3439,51.32835820895523
25200.0,ABAQUS,2200,1002,45.54545454545455
25200.0,LSDYNA,7600,2864,37.68421052631579
26400.0,ANSYS,6700,2763,41.23880597014926
26400.0,ABAQUS,2200,1110,50.45454545454545
26400.0,LSDYNA,7600,2872,37.78947368421053
27600.0,ANSYS,6700,3493,52.13432835820896
27600.0,ABAQUS,2200,886,40.27272727272727
27600.0,LSDYNA,7600,3440,45.26315789473684
28800.0,ANSYS,6700,2918,43.55223880597015
28800.0,ABAQUS,2200,816,37.09090909090909
28800.0,LSDYNA,7600,3808,50.10526315789474
30000.0,ANSYS,6700,3299,49.23880597014925
30000.0,ABAQUS,2200,862,39.18181818181819
30000.0,LSDYNA,7600,3904,51.368421052631575
31200.0,ANSYS,6700,3206,47.85074626865672
31200.0,ABAQUS,2200,862,39.18181818181819
31200.0,LSDYNA,7600,4336,57.05263157894736
32400.0,ANSYS,6700,3911,58.37313432835821
32400.0,ABAQUS,2200,866,39.36363636363636
32400.0,LSDYNA,7600,3424,45.05263157894737
33600.0,ANSYS,6700,3792,56.59701492537314
33600.0,ABAQUS,2200,882,40.090909090909086
33600.0,LSDYNA,7600,3400,44.73684210526316
34800.0,ANSYS,6700,3163,47.208955223880594
34800.0,ABAQUS,2200,937,42.59090909090909
34800.0,LSDYNA,7600,3320,43.684210526315795
36000.0,ANSYS,6700,3653,54.522388059701484
36000.0,ABAQUS,2200,699,31.772727272727273
36000.0,LSDYNA,7600,3464,45.578947368421055
37200.0,ANSYS,6700,3616,53.97014925373135
37200.0,ABAQUS,2200,769,34.95454545454545
37200.0,LSDYNA,7600,4000,52.63157894736842
38400.0,ANSYS,6700,3293,49.149253731343286
38400.0,ABAQUS,2200,847,38.5
38400.0,LSDYNA,7600,4024,52.94736842105263
39600.0,ANSYS,6700,3572,53.3134328358209
39600.0,ABAQUS,2200,714,32.45454545454545
39600.0,LSDYNA,7600,4312,56.736842105263165
40800.0,ANSYS,6700,3549,52.97014925373135
40800.0,ABAQUS,2200,762,34.63636363636364
40800.0,LSDYNA,7600,4024,52.94736842105263
42000.0,ANSYS,6700,3661,54.64179104477612
42000.0,ABAQUS,2200,740,33.63636363636363
42000.0,LSDYNA,7600,4024,52.94736842105263
43200.0,ANSYS,6700,3895,58.134328358208954
43200.0,ABAQUS,2200,700,31.818181818181817
43200.0,LSDYNA,7600,3784,49.78947368421053
44400.0,ANSYS,6700,3557,53.08955223880597
44400.0,ABAQUS,2200,684,31.09090909090909
44400.0,LSDYNA,7600,3200,42.10526315789473
45600.0,ANSYS,6700,4209,62.820895522388064
45600.0,ABAQUS,2200,709,32.22727272727273
45600.0,LSDYNA,7600,3488,45.89473684210526
46800.0,ANSYS,6700,3524,52.59701492537313
46800.0,ABAQUS,2200,842,38.27272727272727
46800.0,LSDYNA,7600,3824,50.31578947368421
48000.0,ANSYS,6700,3710,55.37313432835821
48000.0,ABAQUS,2200,1069,48.59090909090909
48000.0,LSDYNA,7600,2936,38.631578947368425
49200.0,ANSYS,6700,3005,44.850746268656714
49200.0,ABAQUS,2200,1068,48.54545454545455
49200.0,LSDYNA,7600,3368,44.315789473684205
50400.0,ANSYS,6700,2926,43.67164179104478
50400.0,ABAQUS,2200,1166,53.0
50400.0,LSDYNA,7600,3488,45.89473684210526
51600.0,ANSYS,6700,2926,43.67164179104478
51600.0,ABAQUS,2200,1307,59.409090909090914
51600.0,LSDYNA,7600,3224,42.421052631578945
52800.0,ANSYS,6700,2567,38.31343283582089
52800.0,ABAQUS,2200,1249,56.77272727272727
52800.0,LSDYNA,7600,3472,45.68421052631579
54000.0,ANSYS,6700,2993,44.67164179104478
54000.0,ABAQUS,2200,1201,54.59090909090909
54000.0,LSDYNA,7600,3424,45.05263157894737
55200.0,ANSYS,6700,3070,45.820895522388064
55200.0,ABAQUS,2200,1193,54.22727272727273
55200.0,LSDYNA,7600,3520,46.31578947368421
56400.0,ANSYS,6700,2913,43.4776119402985
56400.0,ABAQUS,2200,1199,54.50000000000001
56400.0,LSDYNA,7600,3680,48.421052631578945
57600.0,ANSYS,6700,2700,40.298507462686565
57600.0,ABAQUS,2200,1275,57.95454545454546
57600.0,LSDYNA,7600,3704,48.73684210526316
58800.0,ANSYS,6700,3126,46.656716417910445
58800.0,ABAQUS,2200,1275,57.95454545454546
58800.0,LSDYNA,7600,3032,39.89473684210526
60000.0,ANSYS,6700,3126,46.656716417910445
60000.0,ABAQUS,2200,1275,57.95454545454546
60000.0,LSDYNA,7600,3368,44.315789473684205
61200.0,ANSYS,6700,3258,48.62686567164179
61200.0,ABAQUS,2200,1149,52.22727272727272
61200.0,LSDYNA,7600,3656,48.10526315789473
62400.0,ANSYS,6700,3329,49.6865671641791
62400.0,ABAQUS,2200,1207,54.86363636363636
62400.0,LSDYNA,7600,3632,47.78947368421053
63600.0,ANSYS,6700,3425,51.11940298507462
63600.0,ABAQUS,2200,1125,51.13636363636363
63600.0,LSDYNA,7600,3752,49.368421052631575
