,instances,budget,deadline,sched_start_time,submit_time,software_id,license_cost,exec_start_time,finish_time,complete,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(5, 30, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,52.26499855502318,30,4002.4419999999996,True,60.321110931023185,8.056112375999998
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(3, 1170.2, None)]}",309.54978900857253,128651.89958776611,1170.2,1166.661918685,1,219.2897490303445,1170.2,28631.541999999998,True,252.7047099759445,33.4149609456
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 6600.8, None)]}",330.5774711754339,133954.8954954508,6600.8,6596.940433408,1,105.04843866453726,6600.8,16538.08,True,121.17068173653726,16.122243072000003
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(5, 6630.8, None)]}",295.26855467250385,134224.61036819417,6630.8,6604.941632221,1,256.2219730017492,6630.8,26105.151,True,295.7159568297492,39.493983828000005
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 6660.8, None)]}",293.5168981771201,134404.70536904622,6660.8,6617.861578387,3,47.54727812000913,6660.8,22290.779000000002,True,60.22631708480913,12.679038964800002
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 7200.8, None)]}",57.825321252479114,21352.587221064045,7200.8,7189.843950691,3,10.548604456612676,7200.8,8934.595000000001,True,13.361513464612678,2.8129090080000014
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(6, 7230.8, None)]}",310.4901833144852,135066.19294495496,7230.8,7214.7748899729995,3,144.97091489847134,7230.8,23115.987999999998,True,183.62910841527133,38.6581935168
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 7800.8, None)]}",281.9460745575701,135755.0270156596,7800.8,7793.7525844659995,1,219.11310297361013,7800.8,28528.268999999997,True,252.74134867921012,33.628245705599994
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 7830.8, None)]}",91.00759406898061,38870.95672986964,7830.8,7826.140230616,3,18.576512282302833,7830.8,13937.364,True,23.530156999102832,4.9536447167999995
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(3, 8401.0, None)]}",98.97570184637311,39727.67791392076,8401.0,8370.8644207,3,29.90654802646588,8401.0,14955.019999999999,True,37.88147956246588,7.974931535999999
lamf-test-a35e3102-219f-4336-95ce-4d87e6b5e69c,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(6, 8431.0, None)]}",88.24903114605627,39592.16975246073,8431.0,8383.746976912,3,45.67572895277208,8431.0,13435.918000000001,True,57.85569739757209,12.179968444800004
lamf-test-8d2ae00d-f906-47ac-81a5-138a54772bef,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 8461.2, None)]}",310.3508838593914,136212.35961346645,8461.2,8403.823679305,3,37.662397729773765,8461.2,20841.771693719882,True,47.705517487719334,10.043119757945567
lamf-test-b41bc5e6-51fb-4710-b8ea-caebbe600cb8,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(6, 8491.400000000001, None)]}",308.5846884800438,136524.22941424215,8491.400000000001,8424.015658111,2,23.89161390194117,8491.400000000001,14019.499000000002,True,37.344795628341174,13.453181726400002
lamf-test-8a5bf643-d5be-430a-ac2f-d8a1f25fa6d3,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(3, 9001.400000000001, None)]}",322.3613792231315,136685.45903647435,9001.400000000001,8978.300172664,2,40.14816372956232,9001.400000000001,21447.425000000003,True,55.292486949562324,15.144323220000002
lamf-test-cbef53e7-aa65-412f-b9a4-02aefd0bda1b,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 9031.400000000001, None)]}",89.7921856815224,40228.375807167264,9031.400000000001,8979.646779382,1,43.40130808426496,9031.400000000001,17069.2,True,49.92157144426496,6.5202633599999995
lamf-test-decf70b3-3bab-4cf4-b55a-9508b27560e7,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(3, 9061.400000000001, None)]}",317.6420201174764,136557.12048587165,9061.400000000001,8988.05632948,2,59.09221060287624,9061.400000000001,27380.124000000003,True,81.38243396607625,22.290223363200003
lamf-test-1faee22d-4d95-436a-a021-6148365dd51b,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 9091.400000000001, None)]}",300.8642397517245,136441.25327067112,9091.400000000001,9025.816913769999,3,92.71046923720435,9091.400000000001,39567.649000000005,True,117.43280242600436,24.722333188800004
lamf-test-585c2356-1279-476b-b41a-cbdb8ebd0ee3,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 9601.800000000003, None)]}",290.6639501784463,137146.49033121692,9601.800000000003,9572.604602836,2,79.60087549095121,9601.800000000003,31457.196000000004,True,115.05906996135121,35.4581944704
lamf-test-17aa2292-304e-4763-ab73-533f31d66f3d,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(5, 9631.800000000003, None)]}",100.9864715008785,40743.33709278448,9631.800000000003,9573.604602836,2,14.098799441978688,9631.800000000003,13154.916000000005,True,21.24367868997869,7.144879248000003
lamf-test-17be3ad6-6cd4-4c64-93c6-3fc4d170d157,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 9662.000000000004, None)]}",64.77903730143166,23555.740576321346,9662.000000000004,9581.368556906,2,13.044395004432007,9662.000000000004,14460.433000000003,True,16.936883854032004,3.892488849599999
lamf-test-410c24b3-e037-404b-8fa3-3b9be7b4adaa,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(5, 9692.000000000004, None)]}",105.56808496111117,40757.49877209628,9692.000000000004,9600.841946972,3,17.08412807057571,9692.000000000004,11938.392000000003,True,21.63981104657571,4.555682975999999
lamf-test-dbfc6e86-f385-4c1b-a2d1-36902c12232e,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 9722.200000000004, None)]}",332.81097832014945,137410.53614812205,9722.200000000004,9610.432555925,3,68.12869419727735,9722.200000000004,32117.805000000004,True,86.29600897327735,18.167314775999998
lamf-test-ee649544-0852-4484-9313-a2ec39aaf5e5,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 9752.200000000004, None)]}",94.51083597672981,40654.58521653889,9752.200000000004,9624.232635404,1,46.594504068750496,9752.200000000004,14159.906000000006,True,53.745566283150495,7.151062214400003
lamf-test-3e8d9edc-8d07-4ff0-a6aa-1b9473f39dae,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(5, 10202.600000000006, None)]}",46.55013787044631,24368.958864375883,10202.600000000006,10182.0810046965,1,44.85023355388243,10202.600000000006,13611.477000000006,True,51.763436109882434,6.913202556
lamf-test-8daeea4f-cbbf-4fb6-b9f3-5857c1ab865e,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 10232.800000000007, None)]}",56.56222725445129,24410.47451850342,10232.800000000007,10190.08541612,1,25.029936877329078,10232.800000000007,12600.560000000007,True,28.871390701329076,3.8414538240000002
lamf-test-665b3cd3-6953-4941-a220-b425974f248a,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(3, 10262.800000000007, None)]}",295.24467469152273,137772.7937853603,10262.800000000007,10198.857836831,3,66.75592516541182,10262.800000000007,24892.361000000008,True,84.55717499021182,17.801249824800003
lamf-test-7b6d3b7a-f2bc-4206-bf5c-c8e1aaff27be,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(3, 10292.800000000007, None)]}",57.77199384513077,24383.757304781466,10292.800000000007,10206.915096077,2,3.774906899290799,10292.800000000007,11463.030000000008,True,5.1988427632908,1.4239358640000017
lamf-test-e86f1528-c4b7-428d-9220-137c2eee5f81,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(5, 10322.800000000007, None)]}",291.443531643958,138160.68505409406,10322.800000000007,10221.656561387,2,106.50776837205342,10322.800000000007,36937.777,True,160.4829417280534,53.975173355999985
lamf-test-905b51bb-7f4b-480b-babc-216c95cb3e5c,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 10833.60000000001, None)]}",76.07511246679637,24940.03864267015,10833.60000000001,10803.127259840001,3,16.389985550231962,10833.60000000001,13527.49900000001,True,20.760567287831964,4.370581737600002
lamf-test-d53de693-fd3a-47ec-b96e-28dcf292d471,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 10863.60000000001, None)]}",82.04480128359563,41979.641924950214,10863.60000000001,10816.825661225,2,34.47103807393063,10863.60000000001,20328.04600000001,True,49.82615526433063,15.3551171904
lamf-test-d608e81f-e921-488f-9511-ac29f6be8717,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(4, 10893.80000000001, None)]}",290.8535591080783,138859.7876433195,10893.80000000001,10825.642102112,3,54.372877024868814,10893.80000000001,19830.66200000001,True,68.87204193366881,14.499164908800001
lamf-test-794e981d-7b48-479b-88a9-08c76168b3f4,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 11405.800000000017, None)]}",55.43753343799916,25553.28638997938,11405.800000000017,11375.546373352501,3,6.65798767967146,11405.800000000017,13594.447000000018,True,8.43341812607146,1.7754304464000006
lamf-test-d89dd74a-ca32-43e3-9fdb-057b16e15c3a,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 11435.800000000017, None)]}",52.589033620058174,25586.854337163015,11435.800000000017,11378.949702599,1,34.68736344969197,11435.800000000017,17859.802000000014,True,39.89851387209197,5.211150422399998
lamf-test-9d73df9e-a4e9-43ed-b3cd-731892da568c,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(6, 11465.800000000017, None)]}",116.24356079750007,42505.62251279983,11465.800000000017,11389.771733981,3,27.752516541181837,11465.800000000017,14506.782000000017,True,35.15305033638184,7.4005337952
lamf-test-700b88cb-1fe1-443f-85f3-4e83586778d7,"{<resource_manager.instance.OnPremInstance object at 0x120b03770>: [(2, 11496.000000000018, None)]}",323.88597973304996,138684.17423379468,11496.000000000018,11406.41161484,1,150.09679701878468,11496.000000000018,39293.504000000015,True,172.6461322635847,22.549335244799998
