,instances,budget,deadline,sched_start_time,submit_time,model,exec_start_time,finish_time,complete,cost
hpo-5cf32563,"{<resource_manager.instance.OnPremInstance object at 0x7b7bf5f2af50>: [(4, 1772997857.4178374, None)]}",12.26,1773000895.385773,1772997857.4178374,1772997839.385773,vgg19,1772997857.4325192,1772999567.421844,True,1.59600373951594
hpo-23bd6b42,"{<resource_manager.instance.CloudReservedInstance object at 0x7b7bf5f2ac50>: [(2, 1772998559.83847, None)], <resource_manager.instance.CloudOnDemandInstance object at 0x7b7bf5f29f90>: [(2, 1772998559.83847, None)]}",11.03,1773001289.6702328,1772998559.83847,1772998200.6702328,vgg19,1772998559.8526337,1772999270.3682253,True,0.29730443920472494
hpo-a82342ac,"{<resource_manager.instance.CloudOnDemandInstance object at 0x7b7bf5f29f90>: [(1, 1772998903.126397, None)]}",15.43,1773002163.765014,1772998903.126397,1772998358.765014,convnext_large,1772998903.1404777,1773003514.6515758,True,0.6739024138656348
hpo-375a9a34,"{<resource_manager.instance.CloudReservedInstance object at 0x7b7bf5f2ac50>: [(2, 1772999353.5080132, None)]}",12.33,1773001869.3916779,1772999353.5080132,1772998468.3916779,convnext_large,1772999353.5221128,1773001511.0071495,True,0.27218505685953787
hpo-e10d65ba,"{<resource_manager.instance.CloudOnDemandInstance object at 0x7b7bf5f29f90>: [(2, 1772999709.9687393, None)]}",12.51,1773002105.779225,1772999709.9687393,1772998488.779225,wide_resnet101_2,1772999709.9844413,1773001773.097189,True,0.6029880303860735
