,instances,budget,deadline,sched_start_time,submit_time,software_id,license_cost,exec_start_time,finish_time,complete,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(5, 30, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,42.79413993459578,30,3282.602,True,49.39041679059578,6.596276855999999
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(3, 60, None)]}",309.54978900857253,127507.47134884911,60,22.233679768,1,148.10412502851926,60,18606.868,True,170.67195401091925,22.5678289824
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(4, 1230.4, None)]}",330.5774711754339,128571.4551357118,1230.4,1213.500073669,1,105.04843866453723,1230.4,11167.68,True,121.17068173653723,16.122243072
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(5, 1260.4, None)]}",295.26855467250385,128852.39500500618,1260.4,1232.7262690329999,1,285.69504715187463,1260.4,22974.875,True,329.7320024518746,44.036955299999995
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(4, 6600.999999999999, None)]}",57.825321252479114,20759.694820365046,6600.999999999999,6596.951549992,3,9.453707506274235,6600.999999999999,8154.834999999998,True,11.974649410274234,2.5209419039999985
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(2, 6630.999999999999, None)]}",91.00759406898061,37663.06222911714,6630.999999999999,6618.2457298635,3,13.964900752908965,6630.999999999999,11221.612,True,17.688805207308967,3.7239044544
lamf-test-a35e3102-219f-4336-95ce-4d87e6b5e69c,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(6, 6660.999999999999, None)]}",88.24903114605627,37844.041578003234,6660.999999999999,6635.6188024545,3,43.50698608259184,6660.999999999999,11428.278,True,55.10863382339184,11.601647740800004
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(3, 6690.999999999999, None)]}",98.97570184637311,37990.22822050326,6690.999999999999,6633.4147272825,3,28.4819986310746,6690.999999999999,12932.829999999998,True,36.0770573750746,7.595058743999999
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(2, 6721.199999999999, None)]}",293.5168981771201,134382.7199191132,6721.199999999999,6595.876128454,3,43.1046832458742,6721.199999999999,20890.786999999997,True,54.599052220274196,11.494368974399999
lamf-test-8d2ae00d-f906-47ac-81a5-138a54772bef,"{<resource_manager.instance.OnPremInstance object at 0x1150ef8c0>: [(2, 6751.199999999999, None)]}",310.3508838593914,134448.56503120397,6751.199999999999,6640.0290970425,3,37.388406722944715,6751.199999999999,19041.704,True,47.35846356774472,9.970056844800002
