,instances,budget,deadline,sched_start_time,submit_time,software_id,license_cost,exec_start_time,finish_time,complete,cost,hardware_cost
lamf-test-ce4837ee-c9b5-4728-816b-793fbe63012e,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(5, 30, None)]}",64.81020493737797,14109.368596154949,30,1.0,1,42.79413993459578,30,3282.602,True,49.39041679059578,6.596276855999999
lamf-test-fdbe52b3-5ac4-4817-bbd7-3ee39ada2008,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(3, 1200.4, None)]}",309.54978900857253,128660.9584039631,1200.4,1175.720734882,1,254.07361624458133,1200.4,33017.676,True,292.78887768138134,38.7152614368
lamf-test-312a25ed-966e-4a84-89af-21712bfc7175,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(4, 6570.8, None)]}",330.5774711754339,133927.6100638168,6570.8,6569.655001774,1,105.10129439501105,6570.8,16513.08,True,121.23164946701105,16.130355072000004
lamf-test-6d60a076-8aec-42f5-ae5c-3923b3793c72,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(5, 6600.8, None)]}",295.26855467250385,134200.11638636718,6600.8,6580.447650394,1,305.5359117723809,6600.8,29823.29539823721,True,352.631132440006,47.09522066762506
lamf-test-f42e0220-9054-4dba-814a-9d6b93e25e15,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(2, 6630.8, None)]}",293.5168981771201,134377.72879454872,6630.8,6590.885003889501,3,42.96210814510609,6630.8,20753.519,True,54.41845779790609,11.4563496528
lamf-test-c2212f64-c788-46d9-9572-57170e08d2ac,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(4, 6660.8, None)]}",57.825321252479114,20762.180736798044,6660.8,6599.437466425001,3,9.45370750627424,6660.8,8214.635,True,11.974649410274239,2.520941904
lamf-test-0aa73555-99c3-40be-a09f-6bf3df006265,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(6, 7170.8, None)]}",310.4901833144852,135016.92442032899,7170.8,7165.506365347001,3,144.97091489847134,7170.8,23055.987999999998,True,183.62910841527133,38.6581935168
lamf-test-761a035c-9b31-431d-b128-35fe1a248496,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(4, 7230.8, None)]}",281.9460745575701,135167.9034634036,7230.8,7206.62903221,1,241.66608523482864,7230.8,30091.716221242892,True,278.7556357121731,37.08955047734447
lamf-test-c947c209-c0e1-414b-aa78-1430406df6ae,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(2, 7800.8, None)]}",91.00759406898061,38826.70030895764,7800.8,7781.883809704001,3,13.371699749030348,7800.8,12196.412000000002,True,16.93742020343035,3.5657204544000014
lamf-test-1b5247ff-56d3-4066-aafc-ee4137f1169c,"{<resource_manager.instance.OnPremInstance object at 0x117b37770>: [(3, 7830.8, None)]}",98.97570184637311,39156.24644349376,7830.8,7799.432950273001,3,26.679580196212633,7830.8,13677.63,True,33.794002940212636,7.114422744
